,Date,PM10 (ug/m3),PM2.5 (ug/m3),AT (),BP (mmHg),SR (W/mt2),RH (%),WD,NO (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
247,2019-11-16,258.25,144.54,21.76,993.35,137.8,27.57,255.38,4.32,54.68,32.18,19.41,0.43,2.84
248,2019-11-17,164.45,98.77,21.47,993.33,152.7,37.48,254.12,2.35,39.62,18.46,17.79,0.29,18.95
249,2019-11-18,216.27,129.36,19.59,992.75,133.13,29.75,254.41,7.57,50.66,15.58,16.76,0.38,30.83
250,2019-11-19,273.83,146.26,21.87,992.12,125.82,51.43,286.79,27.62,69.25,16.37,19.56,0.71,30.27
251,2019-11-20,335.88,192.78,26.62,992.74,118.41,72.46,335.31,36.67,66.05,8.84,22.2,0.7,48.1
252,2019-11-21,317.48,192.39,27.89,994.7,101.99,73.18,335.27,10.9,66.96,16.31,20.72,0.33,49.06
253,2019-11-22,382.83,211.02,28.36,994.71,100.64,69.65,335.18,38.16,90.0,20.05,26.88,0.74,49.04
254,2019-11-23,200.1,111.94,28.88,994.13,88.73,66.41,335.23,4.21,52.13,14.75,18.7,0.31,28.18
255,2019-11-24,153.79,83.85,29.15,993.49,112.54,65.53,335.17,2.45,44.05,13.75,15.99,0.36,37.52
256,2019-11-25,188.31,104.04,28.48,994.14,105.27,69.42,335.14,8.83,48.51,12.6,18.43,0.38,37.45
257,2019-11-26,168.56,88.08,28.93,993.71,87.81,67.37,335.14,4.39,45.86,11.36,27.74,0.28,42.77
258,2019-11-27,90.31,44.75,28.3,993.67,81.32,76.78,318.75,3.79,35.92,13.48,19.25,0.27,36.28
259,2019-11-28,47.69,26.21,27.51,994.63,75.6,82.32,334.78,2.26,24.74,15.98,9.74,0.29,38.96
260,2019-11-29,82.12,43.21,27.33,994.95,130.94,84.47,335.19,11.54,41.53,18.17,8.24,0.42,27.7
261,2019-11-30,158.46,86.12,26.95,994.94,115.8,87.64,335.29,11.92,54.28,17.15,11.92,0.77,21.63
262,2019-12-01,209.35,113.0,25.9,994.59,90.74,86.46,335.36,4.74,58.17,14.24,9.09,0.81,23.76
264,2019-12-03,257.1,150.33,27.26,993.66,120.78,66.9,335.56,41.55,100.92,22.32,14.67,1.62,41.78
265,2019-12-04,326.98,209.72,26.14,996.36,119.46,77.98,335.16,52.2,93.77,30.21,23.67,1.38,40.36
266,2019-12-05,409.7,279.06,26.07,998.1,107.83,78.42,335.2,84.32,119.7,42.86,19.28,2.07,41.1
267,2019-12-06,375.46,262.09,26.77,997.54,108.25,83.72,335.21,47.9,110.42,37.89,28.79,1.39,30.35
268,2019-12-07,327.74,172.63,26.8,996.76,114.62,83.58,335.14,46.7,81.95,34.5,19.1,2.12,30.7
269,2019-12-08,412.27,268.24,26.59,996.49,110.44,81.52,335.13,87.84,86.34,38.52,17.38,2.3,28.59
270,2019-12-09,362.55,226.76,26.23,995.76,111.2,77.67,335.17,78.83,88.34,34.62,16.22,2.34,36.37
271,2019-12-10,381.49,249.62,22.28,993.07,105.33,79.18,335.17,46.28,88.73,28.65,14.21,1.84,35.44
272,2019-12-11,457.33,338.12,20.78,991.77,74.38,76.42,335.1,20.78,86.13,27.46,17.95,2.68,37.65
273,2019-12-12,379.18,292.39,21.36,990.71,46.42,71.23,335.13,3.75,69.92,31.45,19.96,1.71,39.06
274,2019-12-13,109.56,85.73,21.03,991.23,42.44,80.26,333.04,2.37,37.21,23.16,13.41,0.96,35.91
275,2019-12-14,98.2,59.83,18.68,997.25,86.18,78.82,334.93,13.55,37.34,22.7,11.89,0.92,22.13
276,2019-12-15,130.33,86.69,18.11,997.05,108.33,77.9,335.08,7.51,37.63,23.1,13.11,0.89,22.93
277,2019-12-16,103.62,72.56,17.27,997.64,25.23,81.45,335.19,2.3,42.58,27.29,10.92,0.87,24.25
278,2019-12-17,135.48,104.48,17.08,998.45,39.32,78.71,335.25,12.15,64.77,26.08,11.24,1.21,23.62
279,2019-12-18,163.85,131.0,17.11,997.44,112.91,77.56,335.27,3.58,61.79,27.48,11.2,1.02,32.96
280,2019-12-19,390.53,315.53,16.42,996.04,76.23,85.53,335.35,22.1,83.07,21.43,11.53,2.16,14.2
281,2019-12-20,417.09,307.92,17.16,993.78,71.56,82.99,335.35,19.02,94.18,22.47,15.58,2.25,16.86
282,2019-12-21,289.65,203.21,17.49,994.71,67.13,82.37,335.2,10.09,112.11,49.57,10.57,1.56,9.76
283,2019-12-22,165.02,126.75,16.92,995.98,35.57,84.6,335.21,6.56,81.22,44.56,9.5,1.25,18.57
284,2019-12-23,214.69,171.81,16.41,995.18,55.81,83.04,335.27,19.5,71.43,32.12,10.43,1.8,15.79
285,2019-12-24,304.02,212.72,16.57,996.85,76.02,82.31,335.27,19.68,71.78,35.16,13.23,1.84,14.89
286,2019-12-25,183.49,127.53,13.05,995.99,66.97,82.72,335.3,4.34,61.1,37.99,20.0325,0.97,16.27
287,2019-12-26,217.79,157.42,10.92,995.37,67.97,80.9,335.31,2.92,65.74,40.58,20.0325,1.15,23.03
288,2019-12-27,312.09,193.14,10.58,996.27,39.25,85.52,335.34,8.79,59.16,30.42,10.94,1.2,7.58
289,2019-12-28,303.81,216.47,10.11,996.86,72.17,85.96,335.38,32.34,55.15,30.53,11.74,1.18,11.81
290,2019-12-29,353.35,245.57,8.46,997.22,96.95,80.27,335.32,7.37,55.37,21.74,10.6,1.55,25.17
291,2019-12-30,315.16,243.46,5.43,996.56,22.75,89.86,335.35,25.57,65.61,18.5,9.65,2.44,3.91
292,2019-12-31,303.78,232.97,5.76,997.38,89.36,76.79,335.48,10.66,59.11,16.91,13.53,1.58,22.13
293,2020-01-01,283.79,239.12,5.95,998.17,102.74,77.59,335.33,9.85,52.7,13.16,13.98,1.71,25.04
294,2020-01-02,304.96,217.71,6.36,997.83,114.2,75.28,335.21,57.86,53.07,8.72,16.59,2.01,21.83
295,2020-01-03,312.21,209.23,12.65,995.88,115.33,69.76,268.74,54.9,48.27,18.38,12.68,2.07,26.93
296,2020-01-04,321.48,225.34,15.06,994.96,94.9,66.6,254.0,64.66,49.91,30.42,11.96,1.81,24.05
297,2020-01-05,252.3,182.92,11.1,995.38,89.48,62.99,258.03,9.53,39.86,26.25,10.6,1.17,30.97
298,2020-01-06,217.82,169.09,12.47,996.36,36.85,65.67,161.36,7.69,41.55,22.89,14.4,1.19,13.95
299,2020-01-07,123.16,97.05,13.28,994.14,53.26,69.53,83.24,3.92,29.56,24.8,10.18,1.17,14.22
300,2020-01-08,105.94,86.23,12.85,992.27,19.8,76.46,179.11,3.8,26.37,21.24,7.03,0.9,12.21
301,2020-01-09,109.43,80.5,9.84,997.07,91.63,72.57,284.13,3.54,19.81,24.03,8.62,0.88,17.04
302,2020-01-10,161.03,112.88,10.48,997.09,123.09,69.25,281.18,4.1,30.74,27.31,11.33,1.01,21.18
303,2020-01-11,211.66,129.66,12.24,996.5,125.21,62.08,255.7,13.68,48.37,29.81,11.69,1.76,29.49
304,2020-01-12,289.02,181.02,13.02,993.73,124.47,64.43,261.89,27.56,48.41,26.88,12.19,1.42,23.25
305,2020-01-13,279.25,201.79,14.17,989.3,62.71,67.4,118.69,10.2,45.63,24.73,8.8,1.53,15.71
306,2020-01-14,139.16,104.38,12.42,993.08,87.16,72.05,229.52,4.76,28.42,23.55,8.78,1.02,10.89
307,2020-01-15,163.91,111.52,11.99,994.1,116.12,71.46,200.21,7.68,32.02,20.19,11.5,1.44,11.26
308,2020-01-16,170.85,117.62,11.56,993.0,52.75,73.96,217.08,6.73,29.34,20.11,9.52,1.09,4.42
309,2020-01-17,134.17,97.65,12.62,994.29,73.3,74.41,267.48,5.91,21.45,20.53,8.24,1.28,5.0
310,2020-01-18,159.05,108.43,11.51,996.01,87.78,73.36,268.84,7.64,33.42,19.68,8.89,1.34,4.99
311,2020-01-19,145.83,106.44,10.18,996.75,116.19,72.52,284.64,2.41,16.86,20.15,7.88,0.81,6.52
312,2020-01-20,210.69,139.1,11.55,995.64,78.97,72.46,285.97,11.58,23.98,20.08,8.7,1.28,33.136581
313,2020-01-21,357.69,246.46,12.21,996.38,78.25,74.59,67.09,30.19,41.91,36.82,14.24,2.6,19.26
314,2020-01-22,192.07,137.78,11.12,997.77,83.9,75.15,257.41,12.72,31.87,36.22,15.27,1.73,12.59
315,2020-01-23,108.31,65.96,13.29,996.31,152.64,57.86,300.21,2.0,22.12,30.15,11.89,1.19,29.41
316,2020-01-24,130.08,79.5,12.47,993.99,173.13,57.03,287.67,8.53,28.99,29.51,12.95,1.05,22.24
317,2020-01-25,262.1,169.82,10.78,994.1,98.93,66.46,285.44,18.69,51.12,40.7,16.8,2.18,22.18
318,2020-01-26,311.06,217.28,13.04,992.2,130.64,65.47,297.33,24.41,40.73,45.08,12.39,2.51,21.49
319,2020-01-27,288.43,198.27,13.45,989.77,61.84,67.89,111.88,34.8,47.07,46.78,13.99,2.46,10.31
320,2020-01-28,134.26,99.4,14.59,988.62,74.58,70.22,115.17,4.76,36.6,34.25,11.3,1.54,6.67
321,2020-01-29,123.25,78.06,13.82,994.43,138.62,66.64,205.45,6.98,45.06,31.87,10.95,1.07,5.83
322,2020-01-30,111.92,69.23,13.31,995.17,146.12,66.31,295.57,6.58,47.74,29.25,11.01,0.94,8.15
323,2020-01-31,137.31,84.75,10.82,993.06,134.73,68.84,234.2,7.96,48.08,29.36,10.74,1.32,9.46
324,2020-02-01,183.47,118.74,10.78,995.92,136.47,69.7,103.63,44.86,49.23,30.67,8.3,1.66,11.0
325,2020-02-02,171.01,113.02,11.57,997.31,136.25,69.82,284.33,9.98,48.62,36.44,8.78,1.32,8.2
326,2020-02-03,224.7,141.17,12.27,995.97,152.59,63.65,273.32,16.15,59.55,37.67,11.62,1.51,12.31
327,2020-02-04,245.09,173.79,12.16,994.44,120.24,65.93,54.92,19.38,54.67,38.45,12.43,1.21,11.13
328,2020-02-05,222.21,141.21,13.03,994.65,137.28,63.67,232.28,13.05,53.2,37.43,12.2,1.14,12.27
329,2020-02-06,187.89,130.81,11.77,993.98,140.94,65.55,220.96,5.66,46.25,36.63,12.4,1.04,11.06
330,2020-02-07,190.09,129.73,11.56,996.45,130.9,65.94,165.54,19.27,49.18,31.0,10.7,1.15,12.05
331,2020-02-08,211.94,149.79,13.42,998.04,147.06,62.96,289.4,6.3,47.56,39.32,14.11,0.93,11.08
332,2020-02-09,225.55,101.590281,13.38,998.16,149.27,63.01,273.06,13.73,54.54,38.45,13.78,1.14,12.08
333,2020-02-10,265.79,125.78,13.06,996.76,151.01,63.94,284.92,42.96,63.37,38.95,14.46,1.45,12.95
334,2020-02-11,285.2,161.96,13.44,997.07,150.04,64.65,285.44,58.66,63.55,38.33,12.25,1.41,14.45
335,2020-02-12,272.01,162.77,16.07,996.38,143.52,61.4,278.77,10.6,47.57,45.08,16.44,1.07,12.71
336,2020-02-13,152.41,89.34,18.8,993.32,160.17,55.62,285.05,2.67,36.02,32.86,18.16,0.83,36.71
337,2020-02-14,142.07,76.15,17.93,990.61,166.0,53.72,292.21,2.41,32.19,28.23,17.64,0.86,62.76
338,2020-02-15,170.1,99.63,16.87,990.81,169.99,50.83,298.71,3.05,42.74,28.56,24.31,0.69,59.14
339,2020-02-16,279.85,176.91,16.41,993.97,164.81,58.56,229.42,34.61,64.02,40.84,26.89,1.51,49.91
340,2020-02-17,329.54,190.9,13.67,995.02,66.83,65.69,243.22,27.03,65.96,48.97,22.67,1.14,29.23
341,2020-02-18,252.49,149.3,16.99,992.23,167.44,52.66,285.43,27.42,62.52,32.76,28.21,1.18,58.38
342,2020-02-19,297.8,164.95,16.85,991.09,119.52,59.24,180.96,40.45,64.96,36.2,19.76,1.52,58.12
343,2020-02-20,200.65,125.51,18.22,990.99,79.94,59.62,134.07,2.76,41.62,37.73,15.13,1.2,61.02
344,2020-02-21,55.17,40.55,15.57,995.05,52.34,69.42,106.7,2.29,25.37,26.08,10.81,0.63,49.28
345,2020-02-22,90.32,48.01,17.55,997.85,142.78,65.18,51.62,17.56,38.17,21.97,16.79,1.07,32.97
346,2020-02-23,150.88,86.71,18.37,995.8,141.31,65.03,93.71,20.14,41.08,27.98,15.52,0.96,33.96
347,2020-02-24,126.25,61.61,17.96,992.53,162.38,63.51,148.95,11.63,50.69,24.74,17.41,0.89,28.7
348,2020-02-25,260.4,136.28,16.98,991.28,78.37,68.77,293.33,14.01,54.99,34.05,18.95,1.13,18.77
349,2020-02-26,287.03,153.08,18.7,991.98,137.52,65.16,190.77,24.4,43.4,36.87,23.84,1.1,33.16
350,2020-02-27,219.42,125.3,18.83,992.36,119.71,65.87,101.53,6.66,45.36,30.78,13.21,1.05,39.8
351,2020-02-28,195.53,95.15,20.18,991.02,127.19,63.12,127.36,3.1,38.22,29.71,12.33,0.98,31.97
352,2020-02-29,137.44,66.83,18.99,990.36,114.27,64.62,144.83,3.2,34.54,27.23,10.9,0.87,22.38
353,2020-03-01,81.75,46.88,19.35,990.97,167.4,63.76,104.98,4.92,37.09,24.55,11.07,0.72,31.76
354,2020-03-02,185.26,89.11,19.89,990.54,160.48,64.05,78.77,42.22,49.41,27.41,16.3,1.29,21.14
355,2020-03-03,187.5,96.23,19.97,989.02,182.59,60.1,143.32,37.75,42.44,27.09,14.83,1.04,23.89
356,2020-03-04,155.42,92.58,17.01,988.63,66.47,67.63,88.54,15.0,39.18,28.19,9.68,0.98,17.82
357,2020-03-05,41.65,27.62,16.96,988.76,67.32,67.68,147.32,2.86,30.81,24.69,11.49,0.67,19.68
